Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Crédit normalisé,Temps,Score,Véhicules,Machines
Diversifier géographiquement les approvisionnements,Qualification de fournisseurs alternatifs dans deux bassins de production moins exposés aux inondations afin de sécuriser les achats en cas de rupture locale.,Stress Hydrique/ Fortes pluies/ Inondation pluie,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,5,Non,Non
"Créer des indicateurs transversaux entre finance, achats et logistique","Création d’un tableau de bord commun reliant coût des achats, retards logistiques et incidents climatiques pour arbitrer plus vite les priorités.",Modif T° air/ Stress Hydrique/ Fortes pluies/ Vague de chaleur/ Vague de gel,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,7,Non,Non
Développer une culture d’entreprise favorable à l’adaptation,Lancement d’un programme interne où chaque service identifie ses vulnérabilités climatiques et propose une action d’adaptation suivie en comité de direction.,Modif T° air/ Stress Hydrique/ Fortes pluies/ Vague de chaleur,Humaines,Capital humain,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Réaliser un retour d’expérience après une inondation,"Débriefing après une crue ayant touché un site, avec chronologie de l’événement, décisions prises, dommages constatés et améliorations à intégrer.",Inondation fluviale/ Inondation pluie/ Fortes pluies,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,1,Non,Non
Intégrer les risques naturels et climatiques dans l’analyse des réseaux,"Intégration des cartes d’inondation, de retrait-gonflement et de tempête dans l’analyse des réseaux pour prioriser renouvellement et maintenance.",Fortes pluies/ Inondation fluviale/ Inondation pluie/ RGA/ Chaleur extrême/ Tempêtes,Organisationnelles,OPEX majoritaire > main d’œuvre,250 000 €,10,3,Long terme,4,Non,Non
Tester l’analyse de vulnérabilité climatique sur pilotes,"Test de la méthode sur trois sites pilotes exposés à la chaleur, aux pluies intenses et au retrait-gonflement avant généralisation au patrimoine complet.",RGA/ Fortes pluies/ Inondation pluie/ Chaleur extrême/ Tempêtes,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,4,Non,Non
Développer une méthodologie de prise en compte du risque dans les cahiers des charges,Insertion dans les cahiers des charges d’une grille demandant au prestataire de justifier les choix techniques face aux pluies extrêmes et canicules.,Fortes pluies/ Inondation pluie/ RGA/ Chaleur extrême/ Tempêtes/ Vague de chaleur/ Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,4,Non,Non
Sauvegarder l’expérience des agents opérationnels,"Entretiens avec agents de terrain proches du départ pour documenter les points bas inondables, astuces d’intervention et signaux faibles observés.",Fortes pluies/ Inondation pluie/ Tempêtes/ Chaleur extrême,Humaines,Capital humain,50 000 €,2,2,Moyen terme,0,Non,Non
Développer une structure transverse d’expertise adaptation,"Création d’une cellule adaptation rassemblant exploitation, immobilier, achats et risques pour appuyer les projets et valider les arbitrages sensibles.",Fortes pluies/ Inondation pluie/ RGA/ Chaleur extrême/ Tempêtes,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,1,Non,Non
Accompagner les porteurs de projets par des pairs de la filière,"Mise en relation d’un maître d’ouvrage débutant avec des professionnels ayant déjà traité le confort d’été, l’eau pluviale et les sols argileux.",Chaleur extrême/ Fortes pluies/ RGA/ Stress Hydrique,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,3,Non,Non
Utiliser une labellisation par niveaux pour massifier l’adaptation,"Déploiement d’un label bronze-argent-or évaluant l’ombre, l’eau, les matériaux et la gouvernance afin d’aider les projets à progresser par étapes.",Modif T° air/ Chaleur extrême/ Fortes pluies/ Stress Hydrique,Organisationnelles,Section par défaut,50 000 €,2,2,Moyen terme,7,Non,Non
Renforcer les compétences des professionnels du bâtiment,"Formation des architectes, bureaux d’études et artisans au confort d’été passif, aux sols argileux et à la gestion des pluies à la parcelle.",Chaleur extrême/ Vague de chaleur/ Fortes pluies/ RGA/ Stress Hydrique,Humaines,Capital humain,25 000 €,1,1,Long terme,10,Non,Non
Essaimer les démarches de bâtiment durable adaptées localement,"Diffusion de fiches régionales montrant comment adapter un bâtiment durable au climat local, par exemple méditerranéen, océanique ou montagnard.",Modif T° air/ Chaleur extrême/ Fortes pluies/ Stress Hydrique,Organisationnelles,Section par défaut,250 000 €,10,3,Long terme,0,Non,Non
Mise en place de dispositifs de secours et d'urgence en cas d'aléas,"Prépositionnement de kits d’urgence avec pompes mobiles, bâches, groupes électrogènes, radios et procédures d’évacuation accessibles aux équipes d’astreinte.",Tous aléas climatiques,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,4,Non,Oui
Diagnostic des risques climatiques régulièrement actualisé avec une prise en compte des mises à jour scientifiques,"Mise à jour annuelle du diagnostic climat avec nouvelles projections, incidents observés et réévaluation des bâtiments, réseaux et fournisseurs prioritaires.",Tous aléas climatiques,Technique,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,4,Non,Non
Evaluation régulière des équipements critiques pour s'assurer qu'ils sont dimensionnés aux conditions climatiques,"Contrôle régulier des groupes froids, armoires électriques, pompes et ventilations pour vérifier leur tenue aux chaleurs, pluies intenses et coupures.",Vague de chaleur/ Chaleur extrême/ Fortes pluies/ Inondation/ Tempêtes,Technique,CAPEX majoritaire > long terme,30 000 €,1,1,Moyen terme,4,Non,Oui
Végétalisation du bâtiment,"Installation de plantes grimpantes, bacs en façade et toitures végétalisées sur les bâtiments les plus exposés au soleil et au ruissellement.",Vague de chaleur/ Chaleur extrême/ Fortes pluies/ Inondation pluie/ Stress Hydrique,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Choix d'essences végétales adaptées au futur climat local,"Sélection de chênes verts, érables de Montpellier ou essences locales résistantes selon les projections de chaleur et de déficit hydrique.",Vague de chaleur/ Chaleur extrême/ Stress Hydrique/ Modif T° air,Solutions fondées sur la nature,Section par défaut,30 000 €,1,1,Moyen terme,6,Non,Non
Mise en place de protocoles d'urgence et de gestion de crise climatique,"Rédaction d’un protocole canicule-inondation-tempête précisant seuils d’alerte, responsables, messages aux usagers et actions à lancer par bâtiment.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,1,Non,Non
Etablissement de règles de maintenance des équipements critique en prenant en compte les aléas,"Planification d’une maintenance renforcée des groupes froids, pompes, ascenseurs et armoires électriques selon leur exposition à la chaleur ou à l’eau.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > long terme,30 000 €,1,1,Moyen terme,1,Non,Oui
Politique de gestion des conditions de travail des employés prenant en compte les risques climatiques,"Adaptation des horaires, pauses, accès à l’eau et télétravail lors des canicules afin de protéger les salariés et maintenir les activités essentielles.",Tous aléas climatiques,Organisationnelles,Capital humain,25 000 €,1,1,Long terme,4,Non,Non
Analyse regulière et mise à jour des dépendances critiques et des risques climatiques associés,"Revue semestrielle des fournisseurs, réseaux, laboratoires et équipements dont l’arrêt bloquerait l’activité, avec aléas associés et solutions de secours.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,5,Non,Non
Collaboration avec les acteurs de territoire sur les stratégies et méthodes,"Participation à un groupe local réunissant université, collectivité, hôpital et entreprises pour mutualiser données climatiques, refuges frais et méthodes.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,3,Non,Non
Apprentissage à partir des retours d’expérience des entreprises du secteur,"Analyse des retours d’expérience d’autres établissements après crues, coupures électriques ou vagues de chaleur pour améliorer les procédures internes.",Tous aléas climatiques,Organisationnelles,Capital humain,15 000 €,1,"0,5",Moyen terme,1,Non,Non
Mise en place d'indicateurs de suivi / d'outils et de méthodologies,"Création d’indicateurs mensuels sur température intérieure, incidents météo, consommation d’eau et avancement des actions d’adaptation.",Tous aléas climatiques,Organisationnelles,Section par défaut,50 000 €,2,2,Long terme,7,Non,Non
Priorisation des risques climatiques selon les horizons temporels,"Classement des risques à 2030, 2050 et 2080 afin de distinguer les urgences opérationnelles des investissements à programmer sur le long terme.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,4,Non,Non
Alignement avec les normes et réglementation liées à l'adaptation climatique,"Vérification annuelle de la conformité avec les obligations de reporting, urbanisme, sécurité au travail et gestion de l’eau liées à l’adaptation.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,0,Non,Non
Plan de financement dédié à la résilience des infrastructures,"Création d’une ligne budgétaire pluriannuelle dédiée aux travaux de protection, rafraîchissement, secours énergétique et gestion des eaux pluviales.",Tous aléas climatiques,Financières,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Mobilisation des financements publics,"Montage de dossiers de subvention auprès de l’ADEME, de la région ou de l’agence de l’eau pour financer végétalisation et rénovation résiliente.",Tous aléas climatiques,Financières,OPEX majoritaire > main d’œuvre,30 000 €,6,1,Moyen terme,0,Non,Non
Évaluation économique des besoins d’adaptation et des coûts de l’inaction,"Chiffrage comparé du coût des travaux d’adaptation et des pertes attendues en cas d’inaction sur bâtiments, équipements et continuité d’activité.",Tous aléas climatiques,Financières,OPEX majoritaire > main d’œuvre,50 000 €,10,2,Moyen terme,4,Non,Non
Quantité pertinente et suffisante de ressources financières,"Définition d’un budget minimal sécurisé chaque année pour financer études, travaux urgents et maintenance climatique sans dépendre d’arbitrages ponctuels.",Tous aléas climatiques,Financières,Section par défaut,50 000 €,10,2,Long terme,0,Non,Non
Promotion des comportements individuels adaptés face aux fortes chaleurs,"Affichage de consignes canicule dans les bâtiments, rappel des horaires frais, points d’eau et gestes à adopter pour étudiants, salariés et visiteurs.",Vague de chaleur/ Chaleur extrême,Humaines,Capital humain,15 000 €,5,"0,5",Court terme,10,Non,Non
Sensibilisation et formation de collaborateurs continue avec une mise à jour des informations,"Formation annuelle des collaborateurs aux risques chaleur, inondation et tempête, avec mise à jour des consignes après chaque nouveau diagnostic.",Tous aléas climatiques,Humaines,Capital humain,25 000 €,8,1,Long terme,10,Non,Non
Inscription de l’adaptation climatique dans les instances et agendas stratégiques,Inscription d’un point adaptation à l’ordre du jour du comité stratégique et suivi trimestriel des décisions prises par la direction.,Tous aléas climatiques,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,5,"0,5",Moyen terme,1,Non,Non
Montée en compétences des équipes en interne sur les enjeux avec recours à une expertise externe si besoin,Parcours de formation interne complété par l’intervention d’un climatologue ou bureau d’études pour aider les équipes à intégrer les projections climatiques.,Tous aléas climatiques,Humaines,Capital humain,30 000 €,10,1,Court terme,10,Non,Non
Les personnes responsables de la mise en place et du suivi du plan d'adaptation ont été identifiées,"Nomination d’un référent adaptation par direction, avec fiche de mission, temps dédié et responsabilité sur le suivi des actions du plan.",Tous aléas climatiques,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,6,"0,5",Court terme,1,Non,Non
Communication aux usagers des bâtiments des risques et des conduites à tenir en cas d'aléa,"Diffusion de fiches réflexes dans halls, laboratoires et salles de cours indiquant où se mettre à l’abri, évacuer ou demander assistance selon l’aléa.",Tous aléas climatiques,Humaines,Capital humain,15 000 €,6,"0,5",Court terme,10,Non,Non
Renforcement des solidarités et des réseaux d’entraide,"Création d’un réseau de volontaires capables d’aider les personnes isolées, relayer les alertes et vérifier les bâtiments sensibles pendant un épisode extrême.",Tous aléas climatiques,Humaines,Capital humain,15 000 €,6,"0,5",Moyen terme,3,Non,Non
Former aux dispositifs de secours mis en place et aux bons gestes du personnel et des usagers,"Exercice pratique montrant au personnel comment utiliser les kits d’urgence, couper certains équipements et guider les usagers vers les zones sûres.",Tous aléas climatiques,Humaines,Capital humain,25 000 €,10,1,Court terme,10,Non,Non
Le pilotage sur l'adaptation se fait à haut niveau avec une direction formée et les questions d'adaptation sont dans l'agenda stratégique,Formation du comité de direction aux risques climatiques majeurs et suivi de l’adaptation dans le tableau de bord stratégique semestriel.,Tous aléas climatiques,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,10,"0,5",Moyen terme,10,Non,Non
