Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Outiller la prise de décision pour un plan d’investissement global,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux fortes chaleurs, ce qui réduit les interruptions et les surcoûts.",Tous aléas climatiques,Financières,Capital humain,50 000 €,2,Moyen terme,7
Intégrer l’adaptation dans la stratégie immobilière de long terme,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux tous aléas climatiques, ce qui réduit les interruptions et les surcoûts.",Tous aléas climatiques,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,1
Utiliser l’évaluation du risque climatique en prospection foncière,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Inondation pluie; Fortes pluies; Chaleur extrême; Tempêtes; RGA; Tous aléas climatiques,Financières,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Écarter les implantations trop vulnérables,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Tous aléas climatiques,Financières,Capital humain,250 000 €,10,Long terme,6
Inscrire l’adaptation comme complément de la décarbonation,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Tous aléas climatiques; Fortes pluies; Inondation fluviale; Inondation nappe; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,0
Corréler les résultats d’un diagnostic standard avec la vulnérabilité réelle du magasin,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Tous aléas climatiques,Technique,Capital humain,50 000 €,2,Moyen terme,4
Identifier les sites les plus vulnérables à l’inondation,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Inondation fluviale; Inondation pluie; Inondation nappe; Fortes pluies,Technique,Capital humain,50 000 €,2,Moyen terme,1
Améliorer la ventilation et le rafraîchissement passif,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes pluies et inondations.",Inondation fluviale; Inondation pluie; Inondation nappe; Stress Hydrique; Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Réduire les consommations d’eau,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Inondation fluviale; Inondation pluie; Fortes pluies; Inondation nappe; Non listé: submersion marine; Submersion marine,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,7
Adapter les ouvrages aux mouvements de terrain,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Inondation fluviale; Inondation pluie; Inondation nappe; Non listé: submersion marine; Submersion marine,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,4
Créer un POMSE pour la gestion des risques climatiques,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire - main d’œuvre,30 000 €,1,Moyen terme,0
Organiser un exercice inondation annuel,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Inondation fluviale; Inondation pluie; Inondation nappe,Ressources humaines,OPEX majoritaire - main d’œuvre,15 000 €,1,Moyen terme,0
Installer des affiches de sensibilisation aux risques,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Tous aléas climatiques,Ressources humaines,CAPEX majoritaire > court terme,50 000 €,2,Court terme,7
Entretenir les dispositifs d’évacuation des eaux pluviales,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Fortes pluies; Inondation pluie; RGA,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,1
Redimensionner les réseaux d’eaux pluviales avec les acteurs publics,"Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Fortes pluies; Inondation pluie,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,1
Structurer la stratégie d’adaptation climatique,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tous aléas climatiques menacent la continuité des activités.",Tous aléas climatiques; Tempêtes,Organisationnelles,OPEX main d’œuvre,30 000 €,1,Moyen terme,4
Intégrer les alternatives à la voiture dans les documents de planification,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Tous aléas climatiques; Modif T° air; Chaleur extrême,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,4
Construire un dialogue régulier avec collectivités et services techniques,"Déplacement des archives, serveurs et équipements coûteux hors des zones inondables, puis installation aux étages supérieurs avec accès sécurisé. Les pertes matérielles diminuent fortement en cas de crue ou de ruissellement intense.",Tous aléas climatiques; Chaleur extrême; Vague de chaleur; Inondation fluviale; Tempêtes; Vague de gel,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,0
Mutualiser les solutions entre sites voisins,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Fortes pluies; Inondation pluie; Vague de chaleur; Chaleur extrême,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Anticiper la gestion de crise et capitaliser sur les retours d’expérience,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Tous aléas climatiques; Fortes pluies; Inondation fluviale; Inondation pluie; Tempêtes; Vague de chaleur,Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,0
Inclure copropriétaires et locataires dans la gouvernance du plan,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tous aléas climatiques menacent la continuité des activités.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,3
Analyser les dépendances logistiques critiques,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Fortes pluies; Inondation pluie; Tempêtes; Vague de chaleur; Vague de gel; Inondation fluviale,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,0
Relocaliser les activités économiques hors zones hydrauliquement contraintes,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Inondation fluviale; Inondation pluie; Fortes pluies; Tempêtes; Submersion marine,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Co-construire la réhabilitation d’une zone commerciale inondable,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Inondation fluviale; Inondation pluie; Fortes pluies; Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Renaturer les zones commerciales exposées,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Fortes pluies; Inondation pluie; Vague de chaleur; Stress Hydrique; Chaleur extrême,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Créer des conditions d’interconnaissance entre acteurs économiques,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Tous aléas climatiques,Organisationnelles,OPEX main d’œuvre,30 000 €,1,Moyen terme,0
Améliorer la ventilation et le rafraîchissement passif,"Transformation d’un parking bitumé en revêtement perméable, avec noues végétalisées et fosses de plantation. L’eau s’infiltre directement sur site, les réseaux débordent moins lors des pluies intenses et le sol restitue moins de chaleur en été.",Tous aléas climatiques; Chaleur extrême; Vague de chaleur; Fortes pluies; Inondation pluie; Stress Hydrique; RGA; Modif T° air,Organisationnelles,OPEX main d’œuvre,50 000 €,2,Moyen terme,0
