Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Utiliser l’évaluation du risque climatique en prospection foncière,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux fortes chaleurs, ce qui réduit les interruptions et les surcoûts.",Inondation pluie; Fortes pluies; Chaleur extrême; Tempêtes; RGA; Tous aléas climatiques,Financières,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Écarter les implantations trop vulnérables,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux tous aléas climatiques, ce qui réduit les interruptions et les surcoûts.",Tous aléas climatiques,Financières,Capital humain,250 000 €,10,Long terme,0
Inscrire l’adaptation comme complément de la décarbonation,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Tous aléas climatiques; Fortes pluies; Inondation fluviale; Inondation nappe; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,0
Corréler les résultats d’un diagnostic standard avec la vulnérabilité réelle du magasin,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Tous aléas climatiques,Technique,Capital humain,50 000 €,2,Moyen terme,7
Identifier les sites les plus vulnérables à l’inondation,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Inondation fluviale; Inondation pluie; Inondation nappe; Fortes pluies,Technique,Capital humain,50 000 €,2,Moyen terme,0
Adapter les ouvrages aux mouvements de terrain,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Inondation fluviale; Inondation pluie; Inondation nappe; Non listé: submersion marine; Submersion marine,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Créer un POMSE pour la gestion des risques climatiques,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,Moyen terme,0
Organiser un exercice inondation annuel,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes pluies et inondations.",Inondation fluviale; Inondation pluie; Inondation nappe,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Installer des affiches de sensibilisation aux risques,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Tous aléas climatiques,Humaines,CAPEX majoritaire > court terme,50 000 €,2,Court terme,10
Entretenir les dispositifs d’évacuation des eaux pluviales,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Fortes pluies; Inondation pluie; RGA,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Redimensionner les réseaux d’eaux pluviales avec les acteurs publics,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Fortes pluies; Inondation pluie,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Intégrer les alternatives à la voiture dans les documents de planification,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Tous aléas climatiques; Modif T° air; Chaleur extrême,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,0
Construire un dialogue régulier avec collectivités et services techniques,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Tous aléas climatiques; Chaleur extrême; Vague de chaleur; Inondation fluviale; Tempêtes; Vague de gel,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,3
Mutualiser les solutions entre sites voisins,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Fortes pluies; Inondation pluie; Vague de chaleur; Chaleur extrême,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Anticiper la gestion de crise et capitaliser sur les retours d’expérience,"Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Tous aléas climatiques; Fortes pluies; Inondation fluviale; Inondation pluie; Tempêtes; Vague de chaleur,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Inclure copropriétaires et locataires dans la gouvernance du plan,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tous aléas climatiques menacent la continuité des activités.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Analyser les dépendances logistiques critiques,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation pluie; Tempêtes; Vague de chaleur; Vague de gel; Inondation fluviale,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,0
Relocaliser les activités économiques hors zones hydrauliquement contraintes,"Déplacement des archives, serveurs et équipements coûteux hors des zones inondables, puis installation aux étages supérieurs avec accès sécurisé. Les pertes matérielles diminuent fortement en cas de crue ou de ruissellement intense.",Inondation fluviale; Inondation pluie; Fortes pluies; Tempêtes; Submersion marine,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Co-construire la réhabilitation d’une zone commerciale inondable,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Inondation fluviale; Inondation pluie; Fortes pluies; Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Renaturer les zones commerciales exposées,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Fortes pluies; Inondation pluie; Vague de chaleur; Stress Hydrique; Chaleur extrême,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Créer des conditions d’interconnaissance entre acteurs économiques,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tous aléas climatiques menacent la continuité des activités.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,Moyen terme,0
Raccorder certains équipements de preneurs aux installations collectives du centre,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Évaluer la vulnérabilité des activités touristiques,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,7
Récupérer et réutiliser les eaux non conventionnelles,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Stress Hydrique; Fortes pluies; Inondation pluie; Vague de chaleur; Chaleur extrême; Modif T° air; Inondation fluviale; Inondation nappe,Technique,CAPEX majoritaire > court terme,250 000 €,10,Long terme,0
Installer une géothermie basse température,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Vague de gel; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Végétaliser les toitures et façades des magasins,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Vague de chaleur; Chaleur extrême; Fortes pluies; Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Créer des parkings végétalisés et infiltrants,"Transformation d’un parking bitumé en revêtement perméable, avec noues végétalisées et fosses de plantation. L’eau s’infiltre directement sur site, les réseaux débordent moins lors des pluies intenses et le sol restitue moins de chaleur en été.",Vague de chaleur; Chaleur extrême; Fortes pluies; Inondation pluie; Inondation nappe,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
